MeasuredSpeed,Mode,SpeedLimit
19.091111111111132,None,0
19.501543755222393,None,0
18.77218599962254,None,0
19.365011294410714,None,0
19.177434447688633,None,0
19.092489397975392,None,0
19.391019109455964,None,0
19.15406268849129,None,0
19.29295782302389,None,0
19.371550504548136,None,0
19.227756609107065,None,0
19.421393171254678,None,0
19.358899044592473,None,0
19.348088032052296,None,0
19.489728698568275,None,0
19.379469343103782,None,0
19.457091124636214,None,0
19.48751260523353,None,0
19.409967489527983,None,0
19.52171069105209,None,0
19.473490937345012,None,0
19.472103762065426,None,0
19.551164687758856,None,0
19.479165551272718,None,0
19.53929817195214,None,0
19.55361662394285,None,0
19.53802298920462,None,0
19.645170626335567,None,0
19.588214332760675,None,0
19.5883838743008,None,0
19.64498131320049,None,0
19.574774294620685,None,0
19.626758193021733,None,0
19.627870847749737,None,0
19.58479714175855,None,0
19.651573021802673,None,0
19.60669261830929,None,0
19.612789981188865,None,0
19.65712163227778,None,0
19.591272496704438,None,0
19.656894119802267,None,0
19.782695879916844,None,0
19.90270197400771,None,0
19.993729735965072,None,0
19.928795719650328,None,0
19.93014816882082,None,0
19.95154491703944,None,0
19.89232717687331,None,0
19.924286712205003,None,0
19.90500424300855,None,0
19.87597485404136,None,0
19.918227873503056,None,0
19.87552374496866,None,0
19.8838262728734,None,0
19.901823343905566,None,0
19.857288544599324,None,0
19.891265594747768,None,0
19.875155153600875,None,0
19.85367605468281,None,0
19.888216432076774,None,0
19.84902555731514,None,0
19.859465151110346,None,0
19.871436026391777,None,0
19.833090888726424,None,0
19.864228145340597,None,0
19.84619936486431,None,0
19.8300846896819,None,0
19.858950124823284,None,0
19.82259145957833,None,0
19.834548877819326,None,0
19.8414263030817,None,0
19.809316401101405,None,0
19.835854761014122,None,0
19.818197564302427,None,0
19.826470440244737,None,0
19.8746840001139,None,0
19.859061535543702,None,0
19.89417688741345,None,0
19.914363842447187,None,0
19.90021706955278,None,0
19.944650095582883,None,0
19.94024305773805,None,0
19.94969456582496,None,0
19.971833860564413,None,0
19.925880603153885,None,0
19.93708077906522,None,0
19.9307591794736,None,0
19.895210549048308,None,0
19.91748466732271,None,0
19.886552956230744,None,0
19.874466787887258,None,0
19.887765890874988,None,0
19.846571956883174,None,0
19.857770178872233,None,0
19.848151410493276,None,0
19.817056752024964,None,0
19.838422118286054,None,0
19.807259882135337,None,0
19.79908156427408,None,0
19.810108519891607,None,0
19.77101452306763,None,0
19.784331184336327,None,0
19.772634796526173,None,0
19.744563587782793,None,0
19.76477089410647,None,0
19.732254889378837,None,0
19.726891083562514,None,0
19.738281521352025,None,0
19.706044285709126,None,0
19.723198640851187,None,0
19.71303486329224,None,0
19.70516698336478,None,0
19.746785153315873,None,0
19.731157091438657,None,0
19.748799313960912,None,0
19.774723012710297,None,0
19.757045873576654,None,0
19.791261261302484,None,0
19.77948182711111,None,0
19.761903385949772,None,0
19.79166972467264,None,0
19.760086906717124,None,0
19.76904488358176,None,0
19.781707798693024,None,0
19.747581684078966,None,0
19.777660505297796,None,0
19.762609156841766,None,0
19.746022772985558,None,0
19.78371665946296,None,0
19.75825025288392,None,0
19.78105173264523,None,0
19.80193417739439,None,0
19.772865555398774,None,0
19.820754170493522,None,0
19.807944191088506,None,0
19.8009112066123,None,0
19.854649451356934,None,0
19.806656835817847,None,0
19.846031928479775,None,0
19.87797438095291,None,0
19.75321344602364,None,0
19.72451176125921,None,0
19.583388907256413,None,0
19.441276974209504,None,0
19.762088886639216,None,0
20.00639289007957,None,0
19.86692822085005,None,0
19.805430857936667,None,0
19.784385951452517,None,0
19.69209050300377,None,0
19.652501171076945,None,0
19.596135775623257,None,0
19.526823088970342,None,0
19.482878658205223,None,0
19.417814299004508,None,0
19.360199341879504,None,0
19.310504812588743,None,0
19.240270499902234,None,0
19.197713048960022,None,0
19.222692783221724,None,0
19.25791626285081,None,0
19.254962683020125,None,0
19.246749926469263,None,0
19.23748418744913,None,0
19.224874912006904,None,0
19.221061921807195,None,0
19.20729486119273,None,0
19.198608531577065,None,0
19.19339161935094,None,0
19.17744219177634,None,0
19.173668072491896,None,0
19.163326099192048,None,0
19.149897838166055,None,0
19.147685350449258,None,0
19.132463073064145,None,0
19.124648474323017,None,0
19.118959669042297,None,0
19.103616931606375,None,0
19.098953020707846,None,0
19.09022496226673,None,0
19.106625814359145,None,0
19.144793864184,None,0
19.157774228828288,None,0
19.18606998016558,None,0
19.217185790973524,None,0
19.221382327009966,None,0
19.23342652653017,None,0
19.237809437285478,None,0
19.241679820668235,None,0
19.25466605871914,None,0
19.255460402401628,None,0
19.26453994061106,None,0
19.27268411990881,None,0
19.276743895694942,None,0
19.284195480161454,None,0
19.29154984037805,None,0
19.30562325206217,None,0
19.253959205655807,None,0
19.18213662281817,None,0
19.205439755153773,None,0
19.21459048516446,None,0
19.196071841657787,None,0
19.2203415707474,None,0
19.211697130838523,None,0
19.20998816202269,None,0
19.228701663478596,None,0
19.212452746565646,None,0
19.225798532887808,None,0
19.231918359142703,None,0
19.2160417794102,None,0
19.249848827096965,None,0
19.288612154235718,None,0
19.329100973850846,None,0
19.375684905535532,None,0
19.4136860966003,None,0
19.452417881065657,None,0
19.416585288046324,None,0
19.360349901390673,None,0
19.34997250088126,None,0
19.29708883665057,None,0
19.259863112516978,None,0
19.260326996385658,None,0
19.23604316367748,None,0
19.239938400286274,None,0
19.231125652689524,None,0
19.2093220000222,None,0
19.221326666466155,None,0
19.19659992512282,None,0
19.189473563079446,None,0
19.19916993207137,None,0
19.156665206162373,None,0
19.186083637767588,None,0
19.26516627050807,None,0
19.279183585586505,None,0
19.28106039870698,None,0
19.286540573539448,None,0
19.292868021912923,None,0
19.302561020112854,None,0
19.301338291670945,None,0
19.314278422681628,None,0
19.31840628657028,None,0
19.31921760155905,None,0
19.3355120856798,None,0
19.33168947269546,None,0
19.340888476098176,None,0
19.355776107409334,None,0
19.32842517753064,None,0
19.28805663636314,None,0
19.250747599753435,None,0
19.239983949152645,None,0
19.246025707335605,None,0
19.231238977728676,None,0
19.229966931096996,None,0
19.228495186650242,None,0
19.215350862738365,None,0
19.2178911621729,None,0
19.209813629586456,None,0
19.21169144842081,None,0
19.225807217891457,None,0
19.222928741909882,None,0
19.23195912060838,None,0
19.23881815987507,None,0
19.240799333503976,None,0
19.24748283746982,None,0
19.25374169552022,None,0
19.266467026363536,None,0
19.205172496498175,None,0
19.132624246077622,None,0
19.173969701581587,None,0
19.193718550402604,None,0
19.184764352353955,None,0
19.224799327988343,None,0
19.224823052754424,None,0
19.236011008640716,None,0
19.26795198875996,None,0
19.260971765229222,None,0
19.288582583198938,None,0
19.304976041000966,None,0
19.303646853099774,None,0
19.338451069474836,None,0
19.339287420942938,None,0
19.352576316580553,None,0
19.383159031062913,None,0
19.374647710709738,None,0
19.393340304399246,None,0
19.399887833481454,None,0
19.39315692283348,None,0
19.418741308764783,None,0
19.41101301006654,None,0
19.418389025216918,None,0
19.43830408617934,None,0
19.423795709818055,None,0
19.44756637463604,None,0
19.46280674307244,None,0
19.467418954185177,None,0
19.503786574920785,None,0
19.503822670105865,None,0
19.523373331607754,None,0
19.5556597739028,None,0
19.534135356880753,None,0
19.526751612479167,None,0
19.506423779123324,None,0
19.47875917833692,None,0
19.48275710721733,None,0
19.460239062524714,None,0
19.455234575723907,None,0
19.455161141860113,None,0
19.428502025951374,None,0
19.435859470678825,None,0
19.42125469838419,None,0
19.403154586822236,None,0
19.413220760478968,None,0
19.385596066919543,None,0
19.38369696130071,None,0
19.384106751682292,None,0
19.352312664682028,None,0
19.369897478272325,None,0
19.377452605474957,None,0
19.383488834614916,None,0
19.41505927365695,None,0
19.40855426231054,None,0
19.431079773411334,None,0
19.451749876106597,None,0
19.44360399667537,None,0
19.480719450264758,None,0
19.481436044620935,None,0
19.485341570021976,None,0
19.540026675630482,None,0
19.55971763279348,None,0
19.61306397744338,None,0
19.66073101837416,None,0
19.67395303825599,None,0
19.752192352750264,None,0
19.765938326796473,None,0
19.703948475170638,None,0
19.659816268645724,None,0
19.577999588112853,None,0
19.540402058749127,None,0
19.55439865081197,None,0
19.555304480657878,None,0
19.582758760238374,None,0
19.58118246669811,None,0
19.589707172427747,None,0
19.62066845467511,None,0
19.6021089048704,None,0
19.635163010583543,None,0
19.648493368147648,None,0
19.62314093999036,None,0
19.699035655450558,None,0
19.64113382808766,None,0
19.439283672878304,None,0
19.40724569912041,None,0
19.449533579807074,None,0
19.446063989973016,None,0
19.45799050480971,None,0
19.46847893815161,None,0
19.48081715257973,None,0
19.487041545179732,None,0
19.497563618728925,None,0
19.514418390423767,None,0
19.511297780333866,None,0
19.534410318907035,None,0
19.542330505579244,None,0
19.507070266807478,None,0
19.48166171461659,None,0
19.438841527564172,None,0
19.408111009570753,None,0
19.383704990243228,None,0
19.332032222449875,None,0
19.316904433581787,None,0
19.27764556082367,None,0
19.226388438066948,None,0
19.25596030003855,None,0
19.28838820986093,None,0
19.33056151113911,None,0
19.377819061559517,None,0
19.395534936534172,None,0
19.4567725283006,None,0
19.485563743217448,None,0
19.509925793351297,None,0
19.585886444381813,None,0
19.57950993632539,None,0
19.640812008068764,None,0
19.72348737078108,None,0
19.52065808418739,None,0
19.333691713197553,None,0
19.37438567218923,None,0
19.38349981347964,None,0
19.366513063393484,None,0
19.381462323790938,None,0
19.37867243315827,None,0
19.380736184762583,None,0
19.379912964022772,None,0
19.388033651480928,None,0
19.384229096084688,None,0
19.38029026322127,None,0
19.410960431130928,None,0
19.34120304528476,None,0
19.177716259597847,None,0
19.032099895273163,None,0
18.8688100588572,None,0
18.778293114018485,None,0
18.80401512502819,None,0
18.80468904727853,None,0
18.792830524541355,None,0
18.80542462936099,None,0
18.798277554126354,None,0
18.797703893640957,None,0
18.80984997305985,None,0
18.8155740944971,None,0
18.828116164293014,None,0
18.837903234683164,None,0
18.844017949951226,None,0
18.85982581067221,None,0
18.863841324661344,None,0
18.872914773684904,None,0
18.899974122646572,None,0
18.849002937478314,None,0
18.75731727860699,None,0
18.764216944578695,None,0
18.780249795356927,None,0
18.75665511189468,None,0
